type,country,state,fatal_y/n,species,continent,year_clean,time_category,month,quarter
Invalid,usa,florida,,Shark involvement prior to death unconfirmed,north america,1943,unknown,oct,4
Unprovoked,panama,gulf of panama,Y,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",north america,1943,afternoon,sep,3
Sea Disaster,italy,40 miles south of naples,N,,europe,1943,unknown,aug,3
Sea Disaster,usa,florida,Y,,north america,1943,unknown,jul,3
Invalid,mexico,veracruz,,Invalid,north america,1943,morning,jul,3
Watercraft,australia,tasmania,N,"White shark, 3.9 m, 550 kg, male",oceania,1943,unknown,jun,2
Invalid,pacific ocean,,,Invalid,pacific ocean,1943,unknown,may,2
Sea Disaster,pacific ocean,,N,,pacific ocean,1943,unknown,may,2
Sea Disaster,pacific ocean,,Y,,pacific ocean,1943,unknown,may,2
Sea Disaster,australia,queensland,Y,,oceania,1943,night,may,2
Invalid,usa,hawaii,,Shark involvement prior to death unconfirmed,north america,1943,unknown,apr,2
Unprovoked,south africa,kwazulu-natal,Y,,africa,1943,afternoon,mar,1
Sea Disaster,brazil,,Y,,south america,1943,evening,mar,1
Sea Disaster,papua new guinea,morobe province,Y,,oceania,1943,unknown,mar,1
Sea Disaster,pacific ocean,northwest of papua new guinea,Y,,pacific ocean,1943,unknown,jan,1
Unprovoked,mexico,veracruz,Y,,north america,1943,unknown,,0
Unprovoked,solomon islands,,N,,oceania,1943,unknown,,0
Unprovoked,usa,hawaii,N,"""small sharks""",north america,1943,unknown,,0
Unprovoked,usa,hawaii,N,"""small sharks""",north america,1943,unknown,,0
Unprovoked,usa,hawaii,UNKNOWN,,north america,1943,unknown,,0
Unprovoked,australia,new south wales,Y,Bull shark,oceania,1942,morning,dec,4
Sea Disaster,south africa,kwazulu-natal,Y,"1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks",africa,1942,morning,nov,4
Unprovoked,south africa,kwazulu-natal,N,,africa,1942,unknown,nov,4
Sea Disaster,solomon islands,,N,,oceania,1942,unknown,nov,4
Sea Disaster,solomon islands,,N,,oceania,1942,unknown,nov,4
Sea Disaster,solomon islands,,Y,,oceania,1942,morning,nov,4
Sea Disaster,solomon islands,,Y,,oceania,1942,unknown,nov,4
Unprovoked,south africa,western cape province,Y,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",africa,1942,afternoon,nov,4
Provoked,pacific ocean,between hawaii and u.s.a.,N,,pacific ocean,1942,unknown,nov,4
Sea Disaster,solomon islands,makora-ulawa province,N,,oceania,1942,unknown,oct,4
Sea Disaster,atlantic ocean,04.05n-13.23w,N,,atlantic ocean,1942,unknown,sep,3
Sea Disaster,atlantic ocean,,N,,atlantic ocean,1942,unknown,sep,3
Unprovoked,australia,queensland,N,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",oceania,1942,afternoon,sep,3
Sea Disaster,solomon islands,,N,,oceania,1942,unknown,aug,3
Sea Disaster,atlantic ocean,,Y,,atlantic ocean,1942,unknown,jul,3
Provoked,italy,liguria,N,Porbeagle shark,europe,1942,unknown,jul,3
Invalid,brazil,,,Shark involvement prior to death unconfirmed,south america,1942,unknown,jun,2
Unprovoked,usa,midway atoll,N,,north america,1942,unknown,jun,2
Unprovoked,australia,queensland,N,,oceania,1942,unknown,may,2
Sea Disaster,cuba,guantanamo province,Y,,north america,1942,night,mar,1
Invalid,australia,new south wales,,Invalid,oceania,1942,unknown,mar,1
Watercraft,australia,new south wales,N,,oceania,1942,unknown,jan,1
Unprovoked,australia,new south wales,Y,"Bull shark, 4 m [13'] ",oceania,1942,afternoon,jan,1
Provoked,australia,new south wales,N,3 m [10'] shark,oceania,1942,unknown,jan,1
Sea Disaster,indonesia,east java,Y,,asia,1942,unknown,,0
Watercraft,australia,tasmania,N,,oceania,1942,unknown,,0
Unprovoked,philippines,camiguin island,Y,,asia,1942,unknown,,0
Watercraft,south africa,western cape province,N,,africa,1942,unknown,,0
Watercraft,south africa,western cape province,N,Said to involve a 6.5 m [21.5'] shark,africa,1942,unknown,,0
Unprovoked,bahamas,cay sal bank,N,1.2 m to 1.5 m [4' to 5'] shark,north america,1942,afternoon,,0
Sea Disaster,pacific ocean,(southwestern pacific),N,,pacific ocean,1942,unknown,,0
Unprovoked,panama,panama city,Y,,north america,1942,unknown,,0
Unprovoked,australia,western australia,N,,oceania,1941,night,dec,4
Sea Disaster,australia,western australia,N,,oceania,1941,unknown,nov,4
Provoked,usa,new york,N,,north america,1941,unknown,aug,3
Invalid,australia,new south wales,,Shark involvement prior to death unconfirmed,oceania,1941,unknown,aug,3
Unprovoked,usa,south carolina,N,,north america,1941,unknown,aug,3
Watercraft,usa,new jersey,N,Mako shark,north america,1941,afternoon,jul,3
Provoked,usa,hawaii,N,100-lb shark,north america,1941,unknown,jul,3
Provoked,usa,new york,N,2.1 m [7'] shark,north america,1941,afternoon,jun,2
Sea Disaster,pacific ocean,off coast of ecuador,Y,,pacific ocean,1941,evening,jun,2
Provoked,usa,california,N,Mako shark (aka bonito shark) 1.2 m [4'] ,north america,1941,night,mar,1
Provoked,australia,new south wales,N,,oceania,1941,unknown,feb,1
Provoked,jamaica,trelawney province,N,,north america,1941,morning,feb,1
Sea Disaster,atlantic ocean,,Y,,atlantic ocean,1941,unknown,jan,1
Unprovoked,solomon islands,new georgia,N,,oceania,1941,unknown,,0
Unprovoked,iran,khuzestan province,Y,,asia,1941,morning,,0
Unprovoked,iran,khuzestan province,Y,,asia,1941,unknown,,0
Unprovoked,iran,khuzestan province,N,,asia,1941,unknown,,0
Unprovoked,iran,khuzestan province,Y,,asia,1941,unknown,,0
Unprovoked,iran,khuzestan province,Y,,asia,1941,unknown,,0
Unprovoked,papua new guinea,,N,,oceania,1941,unknown,,0
Unprovoked,australia,new south wales,Y,,oceania,1940,morning,dec,4
Unprovoked,south africa,kwazulu-natal,Y,,africa,1940,morning,dec,4
Unprovoked,australia,queensland,N,,oceania,1940,unknown,dec,4
Provoked,australia,northern territory,N,,oceania,1940,unknown,dec,4
Unprovoked,panama,panama bay (pacific ocean),Y,5.5 m [18'] shark,north america,1940,unknown,sep,3
Unprovoked,usa,south carolina,N,,north america,1940,unknown,jul,3
Unprovoked,usa,south carolina,N,,north america,1940,unknown,jul,3
Unprovoked,usa,north carolina,N,3 m [10'] shark,north america,1940,unknown,jun,2
Unprovoked,south africa,kwazulu-natal,Y,"White shark, species identity confirmed by tooth pattern",africa,1940,morning,mar,1
Unprovoked,australia,new south wales,N,Wobbegong shark,oceania,1940,unknown,mar,1
Unprovoked,south africa,kwazulu-natal,Y,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",africa,1940,afternoon,feb,1
Watercraft,australia,new south wales,N,,oceania,1940,afternoon,feb,1
Unprovoked,australia,new south wales,Y,,oceania,1940,afternoon,feb,1
Unprovoked,australia,queensland,N,"""a small shark""",oceania,1940,unknown,jan,1
Unprovoked,australia,new south wales,Y,3 m [10'] shark,oceania,1940,morning,jan,1
Unprovoked,australia,queensland,N,,oceania,1940,afternoon,jan,1
Unprovoked,south africa,kwazulu-natal,Y,2.4 m [8'] shark,africa,1940,afternoon,jan,1
Unprovoked,australia,queensland,N,,oceania,1940,unknown,jan,1
Unprovoked,papua new guinea,bwagaoia,Y,,oceania,1940,unknown,,0
Unprovoked,papua new guinea,western papuan gulf,N,,oceania,1940,unknown,,0
Invalid,south africa,eastern cape province,,Questionable incident,africa,1940,unknown,,0
Invalid,south africa,kwazulu-natal,,Questionable incident,africa,1940,unknown,,0
Invalid,south africa,eastern cape province,,Questionable incident,africa,1940,unknown,,0
Invalid,australia,new south wales,,"Questionable incident, said to involve a 6' shark",oceania,1939,unknown,dec,4
Unprovoked,australia,queensland,Y,2.6 m [8.5'] shark landed 2 hours later,oceania,1939,afternoon,dec,4
Watercraft,australia,new south wales,N,"Blue pointer, 16'",oceania,1939,unknown,nov,4
Provoked,australia,new south wales,N,whaler shark,oceania,1939,unknown,nov,4
Watercraft,australia,new south wales,UNKNOWN,,oceania,1939,unknown,nov,4
Watercraft,australia,new south wales,UNKNOWN,,oceania,1939,unknown,nov,4
Unprovoked,australia,queensland,N,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds",oceania,1939,unknown,oct,4
Unprovoked,usa,hawaii,N,1.5 m [5'] shark,north america,1939,unknown,oct,4
Unprovoked,australia,torres strait,N,Tiger shark,oceania,1939,unknown,sep,3
Provoked,usa,california,N,,north america,1939,unknown,aug,3
Sea Disaster,pacific ocean,,Y,,pacific ocean,1939,unknown,jul,3
Provoked,bahamas,andros islands,N,"Nurse shark, 2.1 m [7']",north america,1939,afternoon,jul,3
Provoked,usa,texas,N,18' shark,north america,1939,morning,jul,3
Unprovoked,usa,virginia,Y,,north america,1939,unknown,may,2
Unprovoked,papua new guinea,morobe province,Y,,oceania,1939,unknown,apr,2
Unprovoked,papua new guinea,central province,Y,"""a large shark""",oceania,1939,unknown,mar,1
Unprovoked,india,tamil nadu,Y,,asia,1939,unknown,feb,1
Provoked,new zealand,north island,N,7' shark,oceania,1939,unknown,feb,1
Unprovoked,australia,new south wales,N,7' shark,oceania,1939,unknown,jan,1
Watercraft,bahamas,andros islands,N,Tiger shark,north america,1939,unknown,,0
Unprovoked,papua new guinea,"abau sub district, central province",Y,,oceania,1939,unknown,,0
Unprovoked,australia,new south wales,Y,,oceania,1938,unknown,dec,4
Provoked,australia,queensland,N,"Tiger shark, 6'",oceania,1938,afternoon,oct,4
Unprovoked,china,north china,Y,,asia,1938,unknown,aug,3
Provoked,usa,california,N,,north america,1938,unknown,aug,3
Unprovoked,usa,south carolina,N,,north america,1938,unknown,jul,3
Provoked,usa,california,N,,north america,1938,unknown,jul,3
Unprovoked,australia,torres strait,Y,,oceania,1938,unknown,jul,3
Unprovoked,australia,new south wales,N,6' shark,oceania,1938,unknown,jun,2
Unprovoked,india,west bengal,Y,,asia,1938,unknown,may,2
Unprovoked,fiji,viti levu,N,,oceania,1938,unknown,mar,1
Unprovoked,australia,northern territory,N,,oceania,1938,unknown,mar,1
Provoked,australia,new south wales,N," Tiger shark, 3'",oceania,1938,unknown,jan,1
Provoked,south africa,kwazulu-natal,N,,africa,1938,unknown,jan,1
Invalid,australia,new south wales,,Questionable incident,oceania,1938,afternoon,jan,1
Unprovoked,australia,new south wales,N,,oceania,1938,unknown,jan,1
Unprovoked,egypt,,Y,,africa,1938,unknown,,0
Provoked,usa,north carolina,N,,north america,1938,unknown,,0
Unprovoked,australia,torres strait,N,,oceania,1938,unknown,,0
Unprovoked,south africa,kwazulu-natal,N,,africa,1938,unknown,,0
Sea Disaster,usa,north carolina,Y,,north america,1937,unknown,nov,4
Unprovoked,australia,torres strait,Y,12' shark,oceania,1937,unknown,nov,4
Sea Disaster,solomon islands,,Y,,oceania,1937,unknown,nov,4
Unprovoked,australia,queensland,Y,Tiger shark,oceania,1937,evening,oct,4
Unprovoked,australia,queensland,Y,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",oceania,1937,evening,oct,4
Unprovoked,australia,new south wales,N,2.4 m [8'] shark,oceania,1937,unknown,oct,4
Unprovoked,australia,new south wales,N,2.6 m [8.5'] shark,oceania,1937,unknown,oct,4
Provoked,croatia,split-dalmatia county,N,,europe,1937,unknown,sep,3
Watercraft,united kingdom,argyllshire,N,Basking shark,europe,1937,unknown,sep,3
Watercraft,united kingdom,arran,N,Basking shark,europe,1937,unknown,sep,3
Unprovoked,united kingdom,argyll,N,Basking shark,europe,1937,unknown,sep,3
Unprovoked,australia,torres strait,N,"Tiger shark, 9' to 10' ",oceania,1937,morning,aug,3
Unprovoked,panama,colon province,Y,,north america,1937,unknown,aug,3
Unprovoked,australia,northern territory,Y,,oceania,1937,unknown,jul,3
Invalid,italy,liguria,,Invalid,europe,1937,unknown,jul,3
Unprovoked,greece,,Y,,europe,1937,unknown,jun,2
Provoked,australia,new south wales,N,"Whaler shark, 4 m [13'] ",oceania,1937,unknown,jun,2
Unprovoked,usa,texas,Y,,north america,1937,night,jun,2
Provoked,usa,texas,N,4' shark,north america,1937,unknown,may,2
Unprovoked,australia,queensland,Y,2 days later a 600-lb shark was caught 100 yards from the site,oceania,1937,night,may,2
Invalid,australia,new south wales,,Shark involvement prior to death was not confirmed,oceania,1937,unknown,mar,1
Invalid,australia,victoria,,Shark involvement prior to death was not confirmed,oceania,1937,unknown,mar,1
Unprovoked,australia,new south wales,Y,White shark,oceania,1937,afternoon,feb,1
Unprovoked,australia,new south wales,N,,oceania,1937,unknown,feb,1
Watercraft,australia,new south wales,N,,oceania,1937,night,feb,1
Provoked,australia,queensland,N,"3' ""blue nosed"" shark",oceania,1937,unknown,feb,1
Invalid,australia,south australia,,Shark involvement prior to death was not confirmed,oceania,1937,night,,0
Provoked,australia,new south wales,N,"Grey nurse shark, 8'",oceania,1937,unknown,jan,1
Unprovoked,australia,torres strait,N,,oceania,1937,unknown,,0
Unprovoked,usa,hawaii,N,6 m [20']  shark,north america,1936,unknown,dec,4
Watercraft,australia,queensland,N,3 m [10'] shark,oceania,1936,unknown,dec,4
Provoked,australia,new south wales,N,,oceania,1936,unknown,dec,4
Unprovoked,australia,new south wales,Y,,oceania,1936,morning,dec,4
Watercraft,australia,victoria,Y,Thought to involve a 12' white shark,oceania,1936,unknown,dec,4
Provoked,australia,torres strait,N,0.9 m [3']  shark,oceania,1936,unknown,nov,4
Unprovoked,usa,hawaii,N,,north america,1936,unknown,sep,3
Unprovoked,australia,torres strait,N,Large tiger shark seen in the vicinity the following morning,oceania,1936,unknown,aug,3
Unprovoked,australia,torres strait,N,,oceania,1936,unknown,aug,3
Watercraft,usa,north carolina,N,,north america,1936,unknown,aug,3
Unprovoked,usa,massachusetts,Y,White shark (identified by Dr. Hugh Smith) ,north america,1936,afternoon,jul,3
Watercraft,usa,new jersey,N,"Blue shark, 8' [2.4 m], 500-lb ",north america,1936,afternoon,jul,3
Unprovoked,australia,torres strait,N,,oceania,1936,unknown,jul,3
Watercraft,south africa,western cape province,N,,africa,1936,unknown,jul,3
Unprovoked,australia,torres strait,Y,"Tiger shark, 2.4 m [8']",oceania,1936,unknown,jun,2
Unprovoked,usa,florida,Y,,north america,1936,unknown,jun,2
Unprovoked,australia,queensland,N,"Tiger shark, 4.6 m [15'] ",oceania,1936,morning,apr,2
Unprovoked,australia,queensland,N,,oceania,1936,unknown,,0
Provoked,usa,florida,N,650-lb shark,north america,1936,unknown,mar,1
Unprovoked,australia,torres strait,N,,oceania,1936,unknown,mar,1
Unprovoked,australia,queensland,N,,oceania,1936,unknown,mar,1
Watercraft,australia,northern territory,N,,oceania,1936,unknown,mar,1
Provoked,australia,new south wales,N,,oceania,1936,unknown,feb,1
Unprovoked,australia,queensland,N,10' shark,oceania,1936,unknown,feb,1
Unprovoked,australia,new south wales,Y,White shark,oceania,1936,afternoon,feb,1
Unprovoked,australia,south australia,Y,White shark,oceania,1936,evening,jan,1
Invalid,australia,queensland,,Shark involvement prior to death was not confirmed,oceania,1936,unknown,jan,1
Provoked,australia,new south wales,N,2.3 m [7'] shark,oceania,1936,unknown,jan,1
Unprovoked,australia,victoria,Y,,oceania,1936,unknown,,0
Provoked,australia,victoria,N,4.3 m [14'] shark,oceania,1935,unknown,dec,4
Unprovoked,australia,torres strait,N,,oceania,1935,unknown,nov,4
Unprovoked,usa,north carolina,Y,,north america,1935,evening,sep,3
Unprovoked,papua new guinea,central province,Y,,oceania,1935,unknown,sep,3
Unprovoked,australia,queensland,Y,3.7 m [12'] shark,oceania,1935,night,aug,3
Invalid,united kingdom,isle of wight,,Invalid,europe,1935,unknown,aug,3
Unprovoked,australia,torres strait,Y,,oceania,1935,unknown,aug,3
Invalid,usa,california,,Invalid,north america,1935,unknown,jul,3
Invalid,usa,california,,Invalid,north america,1935,unknown,jul,3
Unprovoked,panama,,Y,,north america,1935,unknown,jul,3
Unprovoked,croatia,adriatic sea,Y,,europe,1935,afternoon,jul,3
Unprovoked,usa,new jersey,N,4.6 m [15'] shark,north america,1935,unknown,jun,2
Unprovoked,solomon islands,makira-uluwa province,Y,,oceania,1935,unknown,jun,2
Watercraft,australia,south australia,N,,oceania,1935,unknown,jun,2
Unprovoked,papua new guinea,northern (oro) province,N,,oceania,1935,unknown,jun,2
Provoked,south africa,kwazulu-natal,N,"White shark, 246-kg ",africa,1935,unknown,may,2
Unprovoked,australia,torres strait,N,1.8 m [6'] shark,oceania,1935,unknown,may,2
Invalid,australia,new south wales,,Invalid,oceania,1935,unknown,apr,2
Unprovoked,usa,california,N,,north america,1935,unknown,apr,2
Unprovoked,australia,queensland,N,,oceania,1935,afternoon,mar,1
Provoked,south africa,kwazulu-natal,N,,africa,1935,unknown,mar,1
Unprovoked,australia,torres strait,N,Tiger shark 3 m  [10'] ,oceania,1935,unknown,mar,1
Provoked,australia,queensland,N,"""Blue nose shark""",oceania,1935,unknown,mar,1
Unprovoked,australia,new south wales,N,,oceania,1935,unknown,mar,1
Unprovoked,australia,new south wales,Y,"White shark, 4 m [13'] ",oceania,1935,afternoon,mar,1
Unprovoked,australia,new south wales,Y,"White shark, 3.5 m to 4 m [11.5' to 13'] ",oceania,1935,evening,mar,1
Unprovoked,australia,new south wales,N,,oceania,1935,evening,feb,1
Unprovoked,australia,new south wales,N,"Tiger shark, 12' ",oceania,1935,unknown,jan,1
Watercraft,australia,queensland,N,2 sharks,oceania,1935,unknown,jan,1
Invalid,australia,queensland,,Invalid,oceania,1935,unknown,jan,1
Unprovoked,australia,new south wales,N,"Tiger shark, 1.5 m [5'] ",oceania,1934,evening,dec,4
Unprovoked,australia,new south wales,Y,,oceania,1934,afternoon,dec,4
Unprovoked,australia,new south wales,Y,,oceania,1934,afternoon,dec,4
Unprovoked,australia,new south wales,N,,oceania,1934,afternoon,oct,4
Unprovoked,australia,northern territory,Y,,oceania,1934,unknown,oct,4
Provoked,united kingdom,hamilton,N,,europe,1934,night,oct,4
Unprovoked,australia,torres strait,Y,,oceania,1934,unknown,oct,4
Provoked,united kingdom,hamilton,N,1.5 m [5'] shark,europe,1934,unknown,sep,3
Watercraft,italy,sicily,N,"White shark, 4 m [13'] ",europe,1934,unknown,aug,3
Unprovoked,australia,queensland,Y,,oceania,1934,unknown,aug,3
Unprovoked,croatia,adriatic sea,Y,White shark,europe,1934,unknown,aug,3
Unprovoked,usa,georgia,N,,north america,1934,unknown,aug,3
Watercraft,australia,new south wales,N,"Blue pointer, 11' ",oceania,1934,unknown,jul,3
Provoked,australia,new south wales,N,"A 6.5' ""blue-nosed shark""",oceania,1934,night,jun,2
Unprovoked,usa,florida,Y,,north america,1934,unknown,jun,2
Unprovoked,australia,queensland,N,,oceania,1934,morning,apr,2
Unprovoked,south africa,kwazulu-natal,Y,,africa,1934,afternoon,apr,2
Unprovoked,south africa,kwazulu-natal,N,,africa,1934,afternoon,apr,2
Unprovoked,australia,new south wales,Y,4.3 m [14'] shark seen in vicinity,oceania,1934,afternoon,apr,2
Unprovoked,australia,new south wales,Y,4 m [13'] shark seen in vicinity,oceania,1934,afternoon,mar,1
Provoked,australia,new south wales,N,"Mako shark, 3.7 m [12'] identified by tooth fragments by G.P. Whitley",oceania,1934,unknown,mar,1
Unprovoked,australia,torres strait,N,3.4 m [11']  tiger shark & a 5' shark,oceania,1934,afternoon,feb,1
Unprovoked,australia,new south wales,N,,oceania,1934,unknown,jan,1
Unprovoked,australia,new south wales,N,4.3 m [14'] shark seen in area previous week,oceania,1934,afternoon,jan,1
Unprovoked,philippines,,N,,asia,1934,unknown,,0
Unprovoked,australia,torres strait,Y,"Tiger shark, 3.4 m [11'] ",oceania,1933,unknown,nov,4
Unprovoked,australia,queensland,N,Tiger shark,oceania,1933,unknown,nov,4
Unprovoked,australia,queensland,N,,oceania,1933,unknown,oct,4
Provoked,usa,california,N,"Blue shark, 4.5 m [14'9""]",north america,1933,unknown,aug,3
Unprovoked,usa,south carolina,N,,north america,1933,unknown,aug,3
Unprovoked,usa,connecticut,N,,north america,1933,unknown,aug,3
Unprovoked,usa,california,N,Tiger shark,north america,1933,unknown,jul,3
Unprovoked,australia,western australia,N,,oceania,1933,unknown,jul,3
Unprovoked,usa,south carolina,N,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident,north america,1933,unknown,jun,2
Unprovoked,usa,south carolina,N,,north america,1933,unknown,jun,2
Invalid,australia,northern territory,,Invalid,oceania,1933,unknown,jun,2
Provoked,australia,queensland,N,7' to 8' shark,oceania,1933,unknown,may,2
Unprovoked,australia,queensland,N,,oceania,1933,unknown,jun,2
Sea Disaster,cuba,havana province,Y,,north america,1933,unknown,may,2
Unprovoked,usa,florida,Y,Possibly a bull shark or tiger shark,north america,1933,unknown,apr,2
Unprovoked,australia,new south wales,N,10' shark,oceania,1933,unknown,feb,1
Unprovoked,australia,torres strait,N,4.4 m [14'] shark,oceania,1933,unknown,feb,1
Watercraft,australia,south australia,N,,oceania,1933,unknown,feb,1
Provoked,australia,south australia,N,Blue shark,oceania,1933,unknown,feb,1
Unprovoked,australia,queensland,Y,,oceania,1933,evening,jan,1
Unprovoked,australia,northern territory,N,,oceania,1932,unknown,dec,4
Provoked,new zealand,north island,N,,oceania,1932,unknown,dec,4
Sea Disaster,cuba,,UNKNOWN,,north america,1932,unknown,nov,4
Unprovoked,australia,new south wales,N,Thought to involve a mako or grey nurse shark,oceania,1932,morning,oct,4
Unprovoked,fiji,viti levu island,N,,oceania,1932,unknown,sep,3
Provoked,australia,new south wales,N,,oceania,1932,unknown,aug,3
Provoked,australia,new south wales,N,,oceania,1932,unknown,aug,3
Provoked,usa,new jersey,N,16' 800-lb shark,north america,1932,unknown,aug,3
Unprovoked,australia,torres strait,N,,oceania,1932,unknown,aug,3
Provoked,bahamas,new providence district,N,,north america,1932,unknown,aug,3
Invalid,usa,texas,,Shark involvement prior to death unconfirmed,north america,1932,unknown,jul,3
Provoked,usa,new jersey,N,"250-lb ""dog shark""",north america,1932,unknown,jun,2
Provoked,usa,new jersey,N,,north america,1932,unknown,jun,2
Unprovoked,fiji,yasawa islands,Y,,oceania,1932,unknown,jun,2
Unprovoked,australia,torres strait,Y,,oceania,1932,unknown,may,2
Unprovoked,australia,torres strait,N,,oceania,1932,unknown,may,2
Unprovoked,philippines,manila,Y,,asia,1932,unknown,apr,2
Unprovoked,philippines,manila,Y,,asia,1932,unknown,apr,2
Unprovoked,usa,hawaii,N,,north america,1932,unknown,feb,1
Unprovoked,australia,queensland,N,,oceania,1932,unknown,feb,1
Unprovoked,philippines,manila,Y,,asia,1932,unknown,feb,1
Unprovoked,australia,queensland,N,A small shark,oceania,1932,afternoon,jan,1
Watercraft,australia,victoria,UNKNOWN,Grey nurse shark,oceania,1932,unknown,jan,1
Provoked,mexico,baja california,Y,,north america,1932,unknown,jan,1
Unprovoked,south africa,eastern cape province,N,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",africa,1932,evening,,0
Unprovoked,australia,torres strait,N,4 m [13'] shark,oceania,1931,unknown,nov,4
Unprovoked,jamaica,kingston parish,Y,,north america,1931,afternoon,sep,3
Unprovoked,usa,florida,N,,north america,1931,unknown,sep,3
Unprovoked,usa,florida,N,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows",north america,1931,unknown,sep,3
Invalid,usa,hawaii,,Shark involvement prior to death unconfirmed,north america,1931,unknown,sep,3
Unprovoked,cuba,havana province,Y,,north america,1931,unknown,aug,3
Invalid,usa,hawaii,,Shark involvement prior to death unconfirmed,north america,1931,unknown,aug,3
Watercraft,usa,new jersey,N,,north america,1931,unknown,aug,3
Unprovoked,cuba,havana province,Y,,north america,1931,unknown,aug,3
Unprovoked,cuba,havana province,Y,,north america,1931,unknown,aug,3
Unprovoked,usa,texas,N,,north america,1931,unknown,aug,3
Unprovoked,usa,new jersey,N,,north america,1931,unknown,aug,3
Unprovoked,australia,queensland,Y,,oceania,1931,unknown,aug,3
Unprovoked,fiji,viti levu island,N,small sharks,oceania,1931,unknown,jul,3
Unprovoked,usa,new jersey,N,,north america,1931,unknown,jul,3
Unprovoked,usa,hawaii,N,,north america,1931,unknown,jun,2
Provoked,usa,hawaii,N,"Tiger shark, 3 m [10']",north america,1931,unknown,jun,2
Unprovoked,usa,florida,N,6' shark,north america,1931,unknown,jun,2
Watercraft,australia,new south wales,N,"""a school of sharks""",oceania,1931,unknown,may,2
Unprovoked,australia,queensland,Y,,oceania,1931,unknown,mar,1
Provoked,australia,south australia,N,"1.8 m [6'] ""cocktail shark",oceania,1931,unknown,mar,1
Invalid,australia,new south wales,,Shark involvement prior to death unconfirmed,oceania,1931,night,feb,1
Unprovoked,australia,torres strait,N,,oceania,1931,unknown,jan,1
Unprovoked,australia,torres strait,N,,oceania,1931,unknown,jan,1
Unprovoked,australia,queensland,N,1.5 m [5'] shark,oceania,1931,afternoon,jan,1
Unprovoked,papua new guinea,,UNKNOWN,,oceania,1931,unknown,,0
Unprovoked,australia,new south wales,N,,oceania,1930,afternoon,dec,4
Unprovoked,australia,new south wales,Y,,oceania,1930,unknown,dec,4
Watercraft,australia,victoria,N,7 shark's teeth found embedded in the woodwork of the boat,oceania,1930,unknown,dec,4
Unprovoked,australia,new south wales,Y,,oceania,1930,unknown,dec,4
Unprovoked,australia,queensland,N,,oceania,1930,unknown,nov,4
Unprovoked,australia,western australia,N,,oceania,1930,afternoon,aug,3
Unprovoked,spain,canary islands,N,,europe,1930,unknown,aug,3
Unprovoked,usa,florida,N,,north america,1930,morning,aug,3
Unprovoked,cuba,havana province,N,,north america,1930,evening,jul,3
Unprovoked,usa,florida,N,Tiger shark,north america,1930,unknown,jul,3
Unprovoked,australia,torres strait,Y,,oceania,1930,unknown,jun,2
Unprovoked,usa,texas,N,,north america,1930,evening,may,2
Invalid,south africa,eastern cape province,,Shark involvement prior to death unconfirmed,africa,1930,unknown,apr,2
Unprovoked,usa,florida,N,,north america,1930,unknown,mar,1
Unprovoked,australia,torres strait,N,,oceania,1930,unknown,feb,1
Unprovoked,australia,victoria,Y,White shark 4.9 m [16'] ,oceania,1930,afternoon,feb,1
Provoked,australia,western australia,N,,oceania,1930,unknown,feb,1
Watercraft,mexico,veracruz,Y,,north america,1930,unknown,jan,1
Unprovoked,south africa,western cape province,N,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",africa,1930,evening,jan,1
Unprovoked,japan,,N,,asia,1930,unknown,,0
Unprovoked,south africa,eastern cape province,Y,,africa,1930,unknown,,0
Unprovoked,australia,new south wales,Y,Tiger shark,oceania,1929,unknown,dec,4
Unprovoked,australia,torres strait,N,,oceania,1929,unknown,dec,4
Unprovoked,australia,new south wales,N,"""a small shark""",oceania,1929,unknown,dec,4
Unprovoked,australia,torres strait,N,,oceania,1929,unknown,dec,4
Unprovoked,australia,queensland,Y,,oceania,1929,unknown,dec,4
Unprovoked,cuba,cienfuegos province,N,,north america,1929,unknown,nov,4
Unprovoked,australia,torres strait,N,,oceania,1929,unknown,oct,4
Unprovoked,spain,valencia,N,,europe,1929,unknown,oct,4
Unprovoked,australia,queensland,Y,,oceania,1929,unknown,sep,3
Unprovoked,usa,south carolina,N,,north america,1929,unknown,aug,3
Unprovoked,mexico,tamaulipas,N,,north america,1929,unknown,jul,3
Provoked,usa,florida,N,9-foot shark,north america,1929,unknown,jun,2
Unprovoked,australia,torres strait,N,,oceania,1929,unknown,may,2
Unprovoked,australia,queensland,N,,oceania,1929,unknown,apr,2
Unprovoked,australia,queensland,N,,oceania,1929,unknown,apr,2
Provoked,australia,queensland,N,"Grey nurse shark, 4' ",oceania,1929,afternoon,apr,2
Unprovoked,australia,torres strait,Y,,oceania,1929,unknown,apr,2
