type,country,state,fatal_y/n,species,continent,year_clean,time_category,month,quarter
Provoked,usa,florida,N,Lemon shark 1.8 m (6ft),north america,2025,morning,aug,3
Unprovoked,australia,new south wales,N,5m (16.5ft) Great White,oceania,2025,morning,aug,3
Unprovoked,bahamas,atlantic ocean near big grand cay,N,Undetermined,north america,2025,afternoon,aug,3
Unprovoked,australia,new south wales,N,Suspected Great White,oceania,2025,afternoon,aug,3
Unprovoked,usa,carolina,N,Undetermined,north america,2025,unknown,aug,3
Unprovoked,australia,south australia,N,Great White Shark est 3m (10ft),oceania,2025,morning,jul,3
Unprovoked,france,nuku hiva,N,Undetermined,europe,2025,unknown,jul,3
Unprovoked,spain,majorca,N,Undetermined,europe,2025,morning,jul,3
Unprovoked,spain,fuerteventura,N,Undetermined,europe,2025,unknown,jul,3
Unprovoked,usa,florida,N,Lemon shark,north america,2025,unknown,jul,3
Unprovoked,usa,florida,N,Undetermined,north america,2025,morning,jul,3
Unprovoked,bahamas,great abaco islands,N,5ft (1.5m) Bull shark,north america,2025,unknown,jul,3
Provoked,usa,massachusetts,N,Unknown,north america,2025,unknown,jul,3
Unprovoked,usa,florida,N,Undetermined small shall shark,north america,2025,afternoon,jul,3
Unprovoked,south africa,kwazulu-natal,Y,Undetermined ,africa,2025,unknown,jul,3
Unprovoked,australia,new south wales,N,2m Bull shark?,oceania,2025,afternoon,jun,2
Unprovoked,usa,long island ny,N,Sand Tiger shark,north america,2025,afternoon,jun,2
Unprovoked,usa,south carolina,N,Small shark,north america,2025,afternoon,jun,2
Unprovoked,usa,south carolina,N,Not stated,north america,2025,afternoon,jun,2
Unprovoked,usa,florida,N,Bull shark,north america,2025,afternoon,jun,2
Unprovoked,usa,california,N,Great White,north america,2025,afternoon,may,2
Unprovoked,usa,north carolina,N,Not stated,north america,2025,morning,may,2
Unprovoked,australia,south australia,N,Not stated,oceania,2025,morning,may,2
Unprovoked,jamaica,montego bay,N,Small shark 1m (3ft) long,north america,2025,unknown,may,2
Questionable,mexico,quntana roo,Y,Not Staed,north america,2025,unknown,,0
Unprovoked,usa,florida,N,Not stated,north america,2025,afternoon,,0
Unprovoked,australia,wa,N,1.5m Tiger shark,oceania,2025,afternoon,mar,1
Unprovoked,australia,wa,Y,Great White Shark,oceania,2025,afternoon,mar,1
Unprovoked,australia,new south wales,N,Bull shark,oceania,2025,afternoon,mar,1
Unprovoked,australia,victoria,N,Not stated,oceania,2025,unknown,feb,1
Questionable,philippines,batangas resort,Y,Not stated ,asia,2025,afternoon,feb,1
Unprovoked,australia,western australia,N,Not stated,oceania,2025,morning,feb,1
Questionable,australia,new south wales,Y,Mako shark,oceania,2025,afternoon,feb,1
Unprovoked,australia,queensland,N,Not stated,oceania,2025,afternoon,feb,1
Unprovoked,bahamas,,N,bull shark,north america,2025,evening,feb,1
Unprovoked,bahamas,,N,bull shark,north america,2025,evening,feb,1
Unprovoked,australia,queensland,Y,Bull shark,oceania,2025,afternoon,feb,1
Unprovoked,australia,western australia,N,Not stated,oceania,2025,evening,,0
Unprovoked,australia,western australia,N,Bronze whaler,oceania,2025,afternoon,,0
Unprovoked,mozambique,inhambane province,Y,Described as a large terrifying animal,africa,2025,afternoon,,0
Provoked,usa,hawaii,N,Not stated,north america,2025,afternoon,,0
Unprovoked,new caledonia,grande terre,Y,Reportedly Tiger or Bull shark,new caledonia,2025,afternoon,,0
Unprovoked,australia,south australia,Y,Great White Shart estimated 4.8m 16 ft,oceania,2025,evening,,0
Unprovoked,mozambique,?,Y,Unknown,africa,2024,unknown,,0
Unprovoked,egypt,north of marsa alam,N,Reportedly a Tiger Shark,africa,2024,unknown,,0
Unprovoked,egypt,north of marsa alam,Y,Reportedly a Tiger Shark,africa,2024,unknown,,0
Unprovoked,australia,queensland,Y,Unknown ,oceania,2024,afternoon,,0
Unprovoked,australia,queensland,N,Not stated,oceania,2024,unknown,,0
Unprovoked,australia,western australia,N,1m shark species unknown,oceania,2024,unknown,,0
Unprovoked,new zealand,bay of waitangi,Y,Great White Shark,oceania,2024,unknown,nov,4
Unprovoked,usa,maui,N,Not stated,north america,2024,unknown,nov,4
Unprovoked,australia,queensland,N,Reported as a large Tiger shark,oceania,2024,afternoon,oct,4
Unprovoked,usa,florida,N,Bull or tiger 7-8ft,north america,2024,unknown,oct,4
Unprovoked,usa,florida,N,Bull shark 6ft,north america,2024,unknown,oct,4
Questionable,indonesia,timor leste,Y,Large Tiger shark  ,asia,2024,unknown,sep,3
Unprovoked,jamaica,montego bay,Y,Reportedly Tiger Shark,north america,2024,unknown,,0
Unprovoked,australia,new south wales,N,3m White Shark,oceania,2024,morning,jul,3
Unprovoked,australia,western australia,N,Undetermined small shall shark,oceania,2024,evening,jul,3
Unprovoked,usa,florida,N,4-5ft Blacktip shark,north america,2024,morning,jul,3
Unprovoked,australia,western australia,N,Undetermined,oceania,2024,morning,jul,3
Unprovoked,usa,florida,N,Not specified,north america,2024,afternoon,jul,3
Unprovoked,usa,texas,N,Bull shark 6 ft,north america,2024,unknown,jul,3
Unprovoked,usa,texas,N,6 ft shark,north america,2026,unknown,jul,3
Unprovoked,usa,texas,N,6 ft shark,north america,2025,unknown,jul,3
Unprovoked,usa,floria,N,Not specified,north america,2024,morning,jul,3
Unprovoked,usa,florida,N,6ft shark,north america,2024,morning,jul,3
Unprovoked,usa,hawaii,F,Not stated,north america,2024,afternoon,jun,2
Unprovoked,usa,hawaii,N,Not stated area has Tiger and Galapogas sharks,north america,2024,afternoon,jun,2
Unprovoked,usa,florida,N,Not specified Bull shark highly suspect,north america,2024,unknown,jun,2
Unprovoked,usa,florida,N,Not specified Bull shark highly suspect,north america,2024,afternoon,jun,2
Unprovoked,usa,california,N,Not specified,north america,2024,unknown,jun,2
Unprovoked,usa,galveston,N,Not specified,north america,2024,unknown,may,2
Unprovoked,france,gambier islands,N,2.5m shark,europe,2024,unknown,may,2
Unprovoked,usa,south carolina,N,3m Sandbar shark,north america,2024,afternoon,may,2
Unprovoked,bahamas,clarence town long isand,N,Carribean reef shark 7ft,north america,2024,unknown,,0
Unprovoked,australia,south australia,N,Great White,oceania,2024,afternoon,,0
Unprovoked,australia,western australia,N,Not specified,oceania,2024,afternoon,,0
Unprovoked,australia,queensland,N,Tiger shark,oceania,2024,afternoon,mar,1
Unprovoked,usa,hawaii,N,Tiger shark 8',north america,2024,unknown,mar,1
Unprovoked,usa,hawaii,N,3' to 4' shark,north america,2024,afternoon,mar,1
Unprovoked,australia,western australia,N,Tiger shark,oceania,2024,morning,feb,1
Unprovoked,india,maharashtra,N,"Bull shark, 7'",asia,2024,unknown,feb,1
Unprovoked,australia,new  south wales,N,Bull shark,oceania,2024,evening,jan,1
Unprovoked,bahamas,paradise island,N,,north america,2024,afternoon,jan,1
Unprovoked,australia,south australia,N,White shark,oceania,2024,afternoon,jan,1
Provoked,south africa,eastern cape province,N,Raggedtooth shark,africa,2024,unknown,jan,1
Unprovoked,usa,hawaii,Y,,north america,2023,morning,dec,4
Unprovoked,mexico,sonora,Y,White shark,north america,2023,afternoon,dec,4
Unprovoked,australia,south australia,Y,"White shark, 13'",oceania,2023,afternoon,dec,4
Unprovoked,australia,new south wales,N,,oceania,2023,afternoon,dec,4
Unprovoked,australia,western australia,N,Broze whaler?,oceania,2023,afternoon,dec,4
Unprovoked,new zealand,south island,N,Sevengill shark,oceania,2023,night,dec,4
Questionable,mexico,guerrero,Y,Shark involment not confirmed,north america,2023,morning,dec,4
Questionable,mexico,guerrero,N,Shark involment not confirmed,north america,2023,morning,dec,4
Unprovoked,australia,queensland,N,,oceania,2023,afternoon,dec,4
Unprovoked,bahamas,new providence   isoad,Y,,north america,2023,morning,dec,4
Unprovoked,mexico,jalisco,Y,,north america,2023,morning,dec,4
Unprovoked,australia,queensland,N,1.8m bull shark,oceania,2023,morning,nov,4
Unprovoked,bahamas,grand  bahama island,Y,,north america,2023,morning,nov,4
Unprovoked,australia,south australia,N,,oceania,2023,afternoon,nov,4
Unprovoked,usa,florida,N,,north america,2023,morning,nov,4
Unprovoked,australia,westerm australia,N,Lemon shark,oceania,2023,afternoon,nov,4
Unprovoked,new zealand,north island,N,White shark,oceania,2023,morning,nov,4
Questionable,egypt,southern red sea,N,Oceanic whitetip shark,africa,2023,unknown,nov,4
Unprovoked,australia,south australia,Y,"White Shark, 4.5 m",oceania,2023,morning,oct,4
Unprovoked,usa,hawaii,N,8' tiger shark,north america,2023,afternoon,oct,4
Provoked,mexico,quintana roo,N,,north america,2023,unknown,oct,4
Watercraft,australia,western australia,N,"Bronze whaler, 6'",oceania,2023,evening,oct,4
Unprovoked,usa,hawaii,N,10' tiger shark,north america,2023,afternoon,oct,4
Unprovoked,usa,california,N,,north america,2023,afternoon,oct,4
Unprovoked,usa,hawaii,N,10' to 12' Galapagos shark,north america,2023,afternoon,oct,4
Unprovoked,australia,south australia,N,,oceania,2023,morning,oct,4
Unprovoked,usa,california,Y,,north america,2023,morning,oct,4
Unprovoked,usa,south carolina,N,,north america,2023,afternoon,sep,3
Unprovoked,egypt,south sinai,N,Tiger shark?,africa,2023,unknown,sep,3
Questionable,usa,florida,N,,north america,2023,morning,sep,3
Unprovoked,usa,florida,N,,north america,2023,unknown,sep,3
Unprovoked,philippines,bolinao,M,,asia,2023,unknown,sep,3
Unprovoked,usa,florida,N,,north america,2023,unknown,sep,3
Unprovoked,usa,florida,N,,north america,2023,unknown,sep,3
Unprovoked,australia,new south wales,,"White shark, 3.8-4.2m",oceania,2023,morning,aug,3
Unprovoked,usa,north carolina,N,,north america,2023,morning,aug,3
Watercraft,usa,california,N,,north america,2023,afternoon,aug,3
Questionable,bahamas,new providence   isoad,,,north america,2023,morning,aug,3
Unprovoked,spain,valencia,N,Blue shark,europe,2023,afternoon,aug,3
Unprovoked,usa,new york,N,,north america,2023,evening,aug,3
Unprovoked,usa,florida,N,,north america,2023,morning,jul,3
Unprovoked,usa,florida,N,,north america,2023,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,2023,evening,jul,3
Unprovoked,australia,western australia,N,Wfite shark,oceania,2023,morning,jul,3
Unprovoked,australia,western australia,N,Wobbegong shark,oceania,2023,unknown,jul,3
Unprovoked,usa,south carolina,N,8' shark,north america,2023,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,2023,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,2023,afternoon,jul,3
Watercraft,south africa,eastern cape province,N,,africa,2023,unknown,jul,3
Unprovoked,usa,new york,N,4' shark,north america,2023,afternoon,jul,3
Unprovoked,usa,new york,N,3' shark,north america,2023,afternoon,jul,3
Unprovoked,usa,new york,N,,north america,2023,afternoon,jul,3
Unprovoked,usa,new york,N,,north america,2023,evening,jul,3
Unprovoked,usa,new york,N,Sand tiger shark,north america,2023,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,2023,unknown,jun,2
Unprovoked,usa,florida,N,,north america,2023,morning,jun,2
Unprovoked,usa,hawaii,N,Tiger sharks,north america,2023,unknown,jun,2
Unprovoked,egypt,red sea protectorate,Y,"Tiger shark, 13'",africa,2023,afternoon,jun,2
Unprovoked,bahamas,freeport,,Caribbean rreef shark,north america,2023,afternoon,jun,2
Unprovoked,france,tahiti,N,"Grey reef shark, 2 m",europe,2023,afternoon,may,2
Unprovoked,new caledonia,poum,Y,,new caledonia,2023,morning,may,2
Questionable,bahamas,lucayan lucayan archipelago,Y,Shark involvement not confirmes,north america,2023,night,may,2
Provoked,usa,utah,N,"18"" - 23"" Horn shark",north america,2023,afternoon,may,2
Unprovoked,usa,new jersey,N,,north america,2023,afternoon,may,2
Provoked,usa,florida,N,,north america,2023,evening,may,2
Unprovoked,usa,florida,N,,north america,2023,afternoon,may,2
Unprovoked,usa,south carolina,N,,north america,2023,evening,may,2
Unprovoked,australia,south australia,Y,White shark,oceania,2023,morning,may,2
Unprovoked,usa,florida,N,"Bull shark, 4'",north america,2023,afternoon,may,2
Provoked,usa,hawaii,N,Tiger shark,north america,2023,unknown,may,2
 Provoked,cuba,mayabeque,Y,Bull shark,north america,2023,unknown,may,2
Unprovoked,usa,florida,N,,north america,2023,morning,may,2
Unprovoked,south africa,easten cape province,N,,africa,2023,evening,may,2
Unprovoked,south africa,easten cape province,N,,africa,2023,unknown,may,2
Unprovoked,australia,western australia,N,1m shark,oceania,2023,morning,apr,2
Unprovoked,australia,western australia,N,,oceania,2023,afternoon,apr,2
Unprovoked,usa,florida,N,"Bull shark, 6'",north america,2023,unknown,apr,2
Unprovoked,australia,western australia,N,"Bronze whaler shark, 1.5 m",oceania,2023,morning,apr,2
Unprovoked,usa,florida,N,,north america,2023,afternoon,apr,2
Watercraft,usa,florida,N,,north america,2023,morning,apr,2
Unprovoked,usa,hawaii,N,"Tiger shark, 8'-10'",north america,2023,morning,apr,2
Unprovoked,usa,florida,N,,north america,2023,afternoon,mar,1
Provoked,cuba,artemisa,N,,north america,2023,unknown,mar,1
Unprovoked,australia,western australia,N,,oceania,2023,evening,mar,1
Unprovoked,usa,hawaii,N,Blacktip reef shark 5',north america,2023,afternoon,mar,1
Questionable,mexico,quintana roo,N,Authorities report injury caused bya barracuda,north america,2023,unknown,mar,1
Unprovoked,australia,western australia,N,5m to 6m shark,oceania,2023,morning,mar,1
Unprovoked,brazil,pernambuco,N,,south america,2023,afternoon,mar,1
Unprovoked,brazil,pernambuco,N,,south america,2023,unknown,mar,1
Unprovoked,brazil,pernambuco,N,,south america,2023,afternoon,feb,1
Unprovoked,new caledonia,south province,F,Bull shark,new caledonia,2023,afternoon,feb,1
Unprovoked,usa,florida,N,,north america,2023,evening,feb,1
Questionable,fiji,taveuni island,N,,oceania,2023,morning,feb,1
Unprovoked,australia,western australia,Y,Bull shark,oceania,2023,afternoon,feb,1
Unprovoked,australia,queensland,N,A small shark,oceania,2023,unknown,jan,1
Unprovoked,new caledonia,south province,N,Bull shark,new caledonia,2023,morning,jan,1
Unprovoked,usa,florida,N,,north america,2023,afternoon,jan,1
Unprovoked,mexico,gulf of california,Y,,north america,2023,morning,jan,1
Provoked,usa,florida,N,Mako shark,north america,2023,afternoon,jan,1
Provoked,south africa,knz,N,Blacktip,africa,2022,morning,dec,4
Unprovoked,usa,hawaii,N,Tiger  shark?,north america,2022,morning,dec,4
Unprovoked,australia,new south ales,N,,oceania,2022,afternoon,dec,4
Unprovoked,usa,samoa,N,,north america,2022,afternoon,dec,4
Unprovoked,usa,hawaii,Y,Tiger shark,north america,2022,afternoon,dec,4
Unprovoked,usa,texas,N,Blacktip,north america,2022,unknown,dec,4
Unprovoked,usa,florida,N,,north america,2022,afternoon,nov,4
Unprovoked,usa,california,N,Juvenile white shark,north america,2022,morning,nov,4
Provoked,usa,florida,N,,north america,2022,afternoon,nov,4
Unprovoked,usa,california,N,,north america,2022,evening,oct,4
Sea Disaster,usa,louisiana,N,,north america,2022,morning,oct,4
Unprovoked,bahamas,,N,,north america,2022,unknown,oct,4
Provoked,usa,mississippi,N,5'shark,north america,2022,unknown,oct,4
Unprovoked,usa,hawaii,N,Tiger shark?,north america,2022,afternoon,oct,4
Unprovoked,australia,south australia,N,3m shark,oceania,2022,morning,oct,4
Provoked,usa,florida,N,Juvenile nurse shark,north america,2022,unknown,oct,4
Unprovoked,usa,louisiana,N,,north america,2022,unknown,oct,4
Unprovoked,australia,western  australia,N,Bull shark,oceania,2022,morning,oct,4
Unprovoked,australia,victoria,N,,oceania,2022,evening,oct,4
Unprovoked,usa,california,N,"White shark, 13'",north america,2022,afternoon,oct,4
Unprovoked,south africa,western cape province,Y,"White shark, 13'",africa,2022,morning,sep,3
Unprovoked,usa,florida,N,Bu.ll,north america,2022,unknown,sep,3
Unprovoked,bahamas,,Y,Bull shark,north america,2022,afternoon,sep,3
Unprovoked,usa,hawaii,N,,north america,2022,afternoon,sep,3
Unprovoked,australia,new south wales,N,Bronze whaler,oceania,2022,morning,aug,3
Unprovoked,australia,new south wales,N,"White shark, 3 m",oceania,2022,unknown,aug,3
Unprovoked,usa,south carolina,N,,north america,2022,morning,aug,3
Unprovoked,usa,south carolina,N,Blacktip shark,north america,2022,afternoon,aug,3
Unprovoked,australia,westerm australia,N,White shark,oceania,2022,unknown,aug,3
Unprovoked,usa,florida,N,"Bull shark, 9'",north america,2022,afternoon,aug,3
Unprovoked,usa,california,N,,north america,2022,morning,aug,3
Unprovoked,united kingdom,cornwall,N,Blue shark,europe,2022,afternoon,jul,3
Unprovoked,usa,florida,N,Nurse shark,north america,2022,unknown,jul,3
Unprovoked,usa,florida,N,Blacktip shark?,north america,2022,afternoon,jul,3
Unprovoked,usa,new york,N,6' shark,north america,2022,evening,jul,3
Questionable,usa,florida,N,Shark involvement not confirmed,north america,2022,unknown,jul,3
Unprovoked,usa,noirth carolina,N,,north america,2022,morning,jul,3
Provoked,usa,florida,N,Lemon shark  6',north america,2022,evening,jul,3
Unprovoked,usa,florida,N,"""A small shark""",north america,2022,afternoon,jul,3
Unprovoked,usa,new york,N,,north america,2022,evening,jul,3
Unprovoked,usa,new york,N,Thought to involve a 4' sandtiger shark,north america,2022,morning,jul,3
Unprovoked,usa,florida,N,6' shark,north america,2022,unknown,jul,3
Unprovoked,usa,new york,N,,north america,2022,unknown,jul,3
Unprovoked,japan,okinawa,Y,,asia,2022,unknown,jul,3
Unprovoked,usa,florida,N,,north america,2022,morning,jul,3
Unprovoked,usa,new york,N,5'shark,north america,2022,morning,jul,3
Unprovoked,indonesia,bali,N,,asia,2022,unknown,jul,3
Unprovoked,egypt,"hurghada, red sea governorate",Y,Oceaniic whitetip shark/tiger shark,africa,2022,unknown,jul,3
Unprovoked,egypt,"hurghada, red sea governorate",Y,"Oceaniic whitetip shark/tiger shark, 2m shark",africa,2022,unknown,jul,3
Unprovoked,usa,new york,N,Shark involvement not confirmed,north america,2022,afternoon,jun,2
Unprovoked,usa,florida,N,9' shark,north america,2022,afternoon,jun,2
Unprovoked,usa,florida,N,,north america,2022,evening,jun,2
Unprovoked,usa,florida,N,,north america,2022,afternoon,jun,2
Unprovoked,south africa,western cape province,Y,While shark,africa,2022,afternoon,jun,2
Unprovoked,jamaica,,N,"Tiger shark, 15'",north america,2022,afternoon,jun,2
Unprovoked,usa,florida,N,,north america,2022,unknown,jun,2
Unprovoked,usa,california,N,"White shark, 16'",north america,2022,morning,jun,2
Unprovoked,usa,south carolina,N,,north america,2022,unknown,jun,2
Unprovoked,australia,western australia,N,,oceania,2022,afternoon,jun,2
Unprovoked,australia,western australia,N,"Bronze whaler shark, 2m",oceania,2022,unknown,may,2
Unprovoked,australia,western australia,N,Bull shark,oceania,2022,unknown,may,2
Unprovoked,france,bora bora,N,,europe,2022,unknown,may,2
Provoked,usa,georgia,N,Atlantic blacktip shark,north america,2022,evening,may,2
Unprovoked,france,tahiti,N,"Tiger shark, 2 to 2.5m",europe,2022,morning,apr,2
Unprovoked,australia,,N,,oceania,2022,unknown,apr,2
Unprovoked,usa,florida,N,,north america,2022,afternoon,apr,2
Unprovoked,usa,alabama,N,,north america,2022,afternoon,apr,2
Unprovoked,usa,florida,N,4' shark,north america,2022,afternoon,apr,2
Provoked,usa,new jersey,N,Epaulette shark,north america,2022,afternoon,apr,2
Unprovoked,usa,florida,N,,north america,2022,morning,apr,2
,south africa,kzn,M,,africa,2022,unknown,apr,2
Provoked,usa,florida,n,,north america,2022,morning,mar,1
Unprovoked,new zealand,south island,N,,oceania,2022,unknown,mar,1
Unprovoked,australia,new south wales,N,Bull shark,oceania,2022,afternoon,mar,1
Unprovoked,australia,new south wales,N,,oceania,2022,afternoon,mar,1
Unprovoked,usa,florida,N,,north america,2022,afternoon,mar,1
Provoked,usa,florida,N,"Blacktip shark, 5' to 6'",north america,2022,afternoon,mar,1
Unprovoked,australia,new south wales,N,,oceania,2022,morning,mar,1
Unprovoked,usa,california,Y,White shark,north america,2022,morning,feb,1
?,bahamas,grand  bahama island,N,,north america,2022,afternoon,feb,1
Unprovoked,australia,queensland,N,"Tiger shark, 3 m",oceania,2022,unknown,feb,1
Unprovoked,australia,new south wales,Y,,oceania,2022,afternoon,feb,1
Unprovoked,mexico,sonora,Y,3m shark,north america,2022,morning,feb,1
Unprovoked,usa,florida,N,,north america,2022,evening,feb,1
Provoked,bahamas,,N,Nurse shark,north america,2022,unknown,feb,1
Unprovoked,australia,western australia,N,White shark,oceania,2022,morning,feb,1
Unprovoked,australia,new south wales,N,Wobbegong shark,oceania,2022,unknown,jan,1
Unprovoked,australia,western australia,N,Wobbegong shark,oceania,2022,unknown,jan,1
Provoked,south africa,kwazulu-natal,N,,africa,2022,morning,jan,1
Unprovoked,new zealand,south island,N,Sevengill shark,oceania,2022,afternoon,jan,1
Unprovoked,usa,florida,N,Blacktip or spinner shark,north america,2022,afternoon,jan,1
Unprovoked,australia,new south wales,N,,oceania,2022,morning,jan,1
Unprovoked,australia,western australia,N,,oceania,2022,unknown,jan,1
Unprovoked,new zealand,south island,N,,oceania,2021,unknown,dec,4
Unprovoked,usa,los angeles,Y,Great White Shark,north america,2021,morning,dec,4
Unprovoked,usa,florida,N,Blacktip or spinner shark,north america,2021,unknown,dec,4
Unprovoked,australia,queensland,N,Bull shark,oceania,2021,morning,dec,4
Unprovoked,mexico,quintana roo,N,,north america,2021,unknown,dec,4
Unprovoked,australia,victoria,N,,oceania,2021,evening,dec,4
Unprovoked,australia,victoria,N,,oceania,2021,evening,dec,4
Unprovoked,usa,hawaii,N,Blacktip reef shark,north america,2021,unknown,dec,4
Unprovoked,brazil,são paulo.,,dogfish,south america,2021,afternoon,nov,4
Unprovoked,usa,hawaii,N,,north america,2021,morning,nov,4
Unprovoked,australia,western australia,Y,,oceania,2021,morning,nov,4
Unprovoked,brazil,são paulo.,N,,south america,2021,unknown,nov,4
Unprovoked,new zealand,north island,N,Broadnose seven gill shark,oceania,2021,unknown,nov,4
,australia,queensland,,,oceania,2021,unknown,oct,4
Unprovoked,australia,queensland,N,,oceania,2021,evening,oct,4
Unprovoked,usa,florida,N,,north america,2021,unknown,oct,4
Unprovoked,usa,florida,N,,north america,2021,afternoon,oct,4
Unprovoked,usa,california,N,,north america,2021,morning,oct,4
,egypt,,,No shark invovlement ,africa,2021,unknown,sep,3
Unprovoked,usa,florida,N,,north america,2021,afternoon,sep,3
Unprovoked,australia,new south wales,Y,White xhark,oceania,2021,morning,sep,3
Unprovoked,united kingdom,turks and caicos,N,,europe,2021,unknown,sep,3
Unprovoked,usa,louisiana,N,,north america,2021,afternoon,sep,3
Unprovoked,usa,texas,N,,north america,2021,morning,aug,3
Unprovoked,usa,florida,N,Bull shark,north america,2021,morning,aug,3
Provoked,australia,queensland,N,,oceania,2021,unknown,aug,3
Unprovoked,usa,florida,N,,north america,2021,morning,aug,3
Unprovoked,usa,florida,N,,north america,2021,morning,aug,3
Unprovoked,usa,south carolina,N,Blacktip shark,north america,2021,morning,aug,3
Unprovoked,usa,maryland,N,Blacktip shark,north america,2021,afternoon,aug,3
Provoked,usa,florida,N,,north america,2021,morning,jul,3
Unprovoked,usa,north carolina,N,,north america,2021,afternoon,jul,3
Unprovoked,usa,georgia,N,small blacktip shark,north america,2021,unknown,jul,3
Provoked,australia,western australia,N,"Sickelfin lemon shark, 3m",oceania,2021,evening,jul,3
Unprovoked,usa,new york,N,A small shark,north america,2021,morning,jul,3
Unprovoked,brazil,pernambuco,N,,south america,2021,unknown,jul,3
Unprovoked,usa,california,N,,north america,2021,unknown,jul,3
,usa,florida,N,,north america,2021,afternoon,jul,3
Unprovoked,australia,western australia,N,"White shark, 3m",oceania,2021,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,2021,afternoon,jul,3
Unprovoked,south africa,eastern cape province,N,,africa,2021,morning,jul,3
Provoked,bahamas,,N,,north america,2021,unknown,jul,3
Unprovoked,usa,florida,N," Spinner shark, 4'?",north america,2021,afternoon,jul,3
Unprovoked,usa,florida,Y,,north america,2021,unknown,jul,3
Unprovoked,brazil,pernambuco,Y,,south america,2021,afternoon,jul,3
Unprovoked,australia,new south wales,N,"White shark, 3m",oceania,2021,afternoon,jul,3
Unprovoked,usa,florida,N,2' to 3' shark,north america,2021,afternoon,jul,3
Provoked,usa,bahamas,N,Said to involve a bull shark,north america,2021,unknown,jul,3
Unprovoked,usa,california,N,,north america,2021,morning,jun,2
Unprovoked,usa,florida,Nq,,north america,2021,unknown,jun,2
Unprovoked,usa,north carolina,N,,north america,2021,morning,jun,2
Unprovoked,usa,california,N,"White shark, 6' to 8'",north america,2021,morning,jun,2
Unprovoked,australia,western australia,N,,oceania,2021,afternoon,jun,2
Unprovoked,usa,florida,N,,north america,2021,afternoon,jun,2
Unprovoked,usa,florida,N,7' to 8' shark ,north america,2021,afternoon,jun,2
Unprovoked,usa,florida,N,,north america,2021,unknown,jun,2
Unprovoked,usa,florida,N,,north america,2021,unknown,jun,2
Provoked,united kingdom,west sussex,N,"Tope shark, 6'",europe,2021,unknown,jun,2
Unprovoked,australia,western australia,N,"Bronze whaler shark, 2 m",oceania,2021,morning,jun,2
Provoked,new caledonia,nouville,Y,,new caledonia,2021,unknown,may,2
Unprovoked,usa,south carolina,N,5' shark,north america,2021,unknown,may,2
Unprovoked,australia,western australia,N,,oceania,2021,morning,may,2
Unprovoked,australia,new south wales,Y,"White shark, 4.5 m",oceania,2021,morning,may,2
Unprovoked,usa,hawaii,N,5 to 8-ff tiger shark,north america,2021,afternoon,may,2
Unprovoked,usa,florida,N,,north america,2021,morning,may,2
Unprovoked,usa,hawaii,N,5.5 ft shark,north america,2021,afternoon,may,2
Unprovoked,jamaica,westmoreland parish,Y,,north america,2021,morning,may,2
Unprovoked,usa,florida,N,,north america,2021,morning,apr,2
Unprovoked,usa,florida,N,,north america,2021,unknown,apr,2
Unprovoked,france,tahiti,N,,europe,2021,morning,apr,2
Unprovoked,new caledonia,,Y,,new caledonia,2021,unknown,apr,2
Unprovoked,usa,hawaii,N,Tiger shark,north america,2021,morning,apr,2
Unprovoked,australia,western australia,N,,oceania,2021,afternoon,apr,2
Provoked,usa,north carolina,N,"Mako shark, 4 juvenile",north america,2021,unknown,apr,2
Unprovoked,south africa,kwazulu-natal,N,1.3m shark,africa,2021,afternoon,apr,2
Unprovoked,south africa,eastern cape province,Y,White shark,africa,2021,morning,apr,2
Unprovoked,usa,florida,N,,north america,2021,unknown,apr,2
Unprovoked,usa,florida,N,,north america,2021,afternoon,mar,1
Unprovoked,australia,western australia,N,"Whaler or bull shark, 2m",oceania,2021,afternoon,mar,1
Unprovoked,france,marquesas,N,,europe,2021,unknown,mar,1
Unprovoked,usa,florida,N,3' to 5' shark,north america,2021,morning,mar,1
Unprovoked,usa,florida,N,  ,north america,2021,unknown,mar,1
Unprovoked,usa,florida,N,,north america,2021,afternoon,mar,1
Unprovoked,australia,western australia,N,"Blacktip whaler,      Carcharhinus tilstoni, 2m",oceania,2021,afternoon,mar,1
Unprovoked,usa,florida,N,"Blacktip shark, 6'",north america,2021,afternoon,mar,1
Unprovoked,new caledonia,loyalty islands,N,Tiger shark,new caledonia,2021,afternoon,mar,1
Unprovoked,new caledonia,,Y,"Tiger shark, 4 m",new caledonia,2021,morning,feb,1
Provoked,australia,queensland,N,"Bull shark, 80cm",oceania,2021,evening,feb,1
Unprovoked,usa,hawaii,N,,north america,2021,afternoon,feb,1
Watercraft,australia,south australia,N,Bronze whaler shark,oceania,2021,evening,feb,1
Watercraft,usa,maui,N,White shark,north america,2021,afternoon,feb,1
Unprovoked,australia,western australia,N,,oceania,2021,morning,jan,1
Unprovoked,new zealand,north island,N,Juvenile shark,oceania,2021,evening,jan,1
Unprovoked,australia,new south wales,N, ,oceania,2021,evening,jan,1
Watercraft,usa,florida,N,White shark,north america,2021,unknown,jan,1
Unprovoked,usa,hawaii,N,"8"" shark",north america,2021,morning,jan,1
